merely as a technical , logistical feat , russian ark marks a cinematic milestone	1
but if it is indeed a duty of art to reflect life , than leigh has created a masterful piece of artistry right here	1
not a movie but a live action agitprop cartoon so shameless and coarse , it 's almost funny	0
murder and mayhem of this sort quickly becomes monotonous	0
even with all those rough edges safely sanded down , the american insomnia is still pretty darned good	1
the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone	0
there is not an ounce of honesty in the entire production	0
it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks	0
gee , a second assassin shot kennedy ?	0
birot 's directorial debut lrb she co wrote the script with christophe honor rrb is n't so much bad as it is bland	0
as bundy , michael reilly burke lrb octopus 2 river of fear rrb has just the right amount of charisma and menace	1
it feels like a community theater production of a great broadway play even at its best , it will never hold a candle to the original	0
scarlet diva has a voyeuristic tug , but all in all it 's a lot less sensational than it wants to be	0
b rrb that sure is pathetic !	0
this pep talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film 's producers would be in the clink for life	0
the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun	1
it 's a decent glimpse into a time period , and an outcast , that is no longer accessible , but it does n't necessarily shed more light on its subject than the popular predecessor	1
lrb u rrb nrelentingly stupid	0
the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history war , revolution , communism , etc	0
compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder	1
renner 's performance as dahmer is unforgettable , deeply absorbing	1
big fat liar is just futile silliness looking to tap into the kiddie sensibilities	0
afraid to pitch into farce , yet only half hearted in its spy mechanics , all the queen 's men is finally just one long drag	0
a painfully leaden film destined for pre dawn cable television slots	0
it would be hard to think of a recent movie that has worked this hard to achieve this little fun	0
a recipe for cinematic disaster part quentin tarantino , part guy ritchie , and part 1960s spy spoof , it 's all bad	0
hands down the year 's most thought provoking film	1
the furious coherence that lrb deniro rrb brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing	0
you might not buy the ideas	0
looks like a high school film project completed the day before it was due	0
as shaky as the plot is , kaufman 's script is still memorable for some great one liners	1
not for everyone , but for those with whom it will connect , it 's a nice departure from standard moviegoing fare	1
this road movie gives you emotional whiplash , and you 'll be glad you went along for the ride	1
too stupid to be satire , too obviously hateful to be classified otherwise , frank novak 's irritating slice of lumpen life is as reliably soul killing as its title is nearly meaningless	0
at times , however , dogtown and z boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about	0
a compelling journey and `` his best friend remembers '' is up there with the finest of specials	1
a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know	1
after seeing swept away , i feel sorry for madonna	0
but buying into sham truths and routine `` indie '' filmmaking , freundlich has made just another safe movie	0
a clutchy , indulgent and pretentious travelogue and diatribe against well , just stuff	0
the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun toward the end , you can feel your veins cringing from the workout	0
what makes the movie a comedy is the way it avoids the more serious emotions involved	1
it 's not horrible , just horribly mediocre	0
the title 's lameness should clue you in on how bad the movie is	0
a gimmick in search of a movie how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned	0
nothing about it fits	0
the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep	0
ordinary melodrama that is heavy on religious symbols but wafer thin on dramatic substance	0
it 's a good film not a classic , but odd , entertaining and authentic	1
a bold and subversive film that cuts across the grain of what is popular and powerful in this high tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass	1
it 's rather like a lifetime special pleasant , sweet and forgettable	1
must see viewing for anyone involved in the high tech industry	1
does what a fine documentary does best it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively	1
when the first few villians are introduced as `` spider '' and `` snake '' you know you 're in for a real winner , creativity at its peak	0
this is n't a `` friday '' worth waiting for	0
maybe i found the proceedings a little bit too conventional	0
even the unwatchable soapdish is more original	0
a wildly funny prison caper	1
it 's not exactly a gourmet meal but the fare is fair , even coming from the drive thru	1
obvious politics and rudimentary animation reduce the chances that the appeal of hey arnold !	0
nair stuffs the film with dancing , henna , ornamentation , and group song , but her narrative clich s and telegraphed episodes smell of old soap opera	0
unfortunately , the picture failed to capture me	0
its save the planet message clashes with its crass marketing	0
when a film is created solely because it 's a marketable product , soulless and ugly movies like this are the result	0
often hilarious , well shot and , importantly , entertaining , hell house is a fascinating document of an event that has to be seen to be believed	1
there 's enough science to make it count as educational , and enough beauty to make it unforgettable	1
it 's also heavy handed and devotes too much time to bigoted views	0
although very much like the first movie based on j k rowling 's phenomenal fantasy best sellers , this second go round possesses a quite pleasing , headlong thrust and a likably delinquent attitude	1
merchant effectively translates naipaul 's lively mix of characters from the page to screen	1
others may find it migraine inducing , despite moore 's attempts at whimsy and spoon feeding	0
you 've seen them a million times	0
the comic performances are all spot on , especially lee ross 's turn as ken	1
nothing plot wise is worth e mailing home about	0
message movie or an action packed submarine spectacular ?	1
disney 's live action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem	1
first good , then bothersome	0
adam sandler is to gary cooper what a gnat is to a racehorse	0
even by dumb action movie standards , ballistic ecks vs sever is a dumb action movie	0
if no one singles out any of these performances as award worthy , it 's only because we would expect nothing less from this bunch	1
watching this film nearly provoked me to take my own life	0
but this time there 's some mold on the gold	0
a model of what films like this should be like	1
a soggy , cliche bound epic horror yarn that ends up being even dumber than its title	0
lrb t rrb hose same extremes prevent us from taking its message seriously , and the stepford wives mentality does n't work in a modern context	0
a movie for 11 year old boys with sports dreams of their own and the preteen girls who worship lil ' bow wow	1
aside from being the funniest movie of the year , simone , andrew niccol 's brilliant anti hollywood satire , has a wickedly eccentric enchantment to it	1
a fast moving and remarkable film that appears destined to become a landmark in japanese animation	1
a truly moving experience , and a perfect example of how art when done right can help heal , clarify , and comfort	1
the hours is what movies are supposed to be	1
just another fish out of water story that barely stays afloat	0
when it really counts bloody sunday connects on a visceral level that transcends language	1
with the candy like taste of it fading faster than 25 cent bubble gum , i realized this is a throwaway movie that wo n't stand the test of time	0
a remarkable 179 minute meditation on the nature of revolution	1
nothing more than a mediocre trifle	0
full of profound , real life moments that anyone can relate to , it deserves a wide audience	1
you would be better off investing in the worthy emi recording that serves as the soundtrack , or the home video of the 1992 malfitano domingo production	0
audiences can be expected to suspend their disbelief only so far and that does not include the 5 o'clock shadow on the tall wooden kid as he skips off to school	0
a perverse little truffle , dainty psychological terror on the outside with a creamy filling of familial jealousy and unrepentant domestic psychopathy	1
as a randy film about sexy people in gorgeous places being pushed and pulled lrb literally and figuratively rrb by desire lrb sex and luc a rrb makes for an arousing good time	1
a work of intricate elegance , literary lyricism and profound common sense	1
solid , lump in the throat family entertainment that derives its power by sticking to the facts	1
for all its serious sense of purpose lrb it rrb finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor	1
far from perfect , but its heart is in the right place innocent and well meaning	1
despite its flaws , secretary stays in your head and makes you question your own firmly held positions	1
the film hinges on its performances , and both leads are up to the task	1
the irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted	0
it helps that the central performers are experienced actors , and that they know their roles so well	1
the title trapped turns out to be a pretty fair description of how you feel while you 're watching this ultra manipulative thriller	0
the thriller side of this movie is falling flat , as the stalker does n't do much stalking , and no cop or lawyer grasps the concept of actually investigating the case	0
as with too many studio pics , plot mechanics get in the way of what should be the lighter than air adventure	0
it 's an awfully derivative story	0
now it 's a bad , embarrassing movie	0
fails to bring as much to the table	0
sturdy , entertaining period drama both caine and fraser have their moments	1
focuses on joan 's raging hormones and sledgehammers the audience with spanish inquisitions about her `` madness '' so much that i became mad that i wasted 123 minutes and 9 50 on this 21st century torture device	0
there are moments in this account of the life of artist frida kahlo that are among cinema 's finest this year	1
dark , resonant , inventively detailed and packed with fleet turns of plot and a feast of visual amazement	1
narc may not get an ` a ' for originality , but it wears its b movie heritage like a badge of honor	1
the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly	1
i admired it , particularly that unexpected downer of an ending	1
a tv episode inflated past its natural length	0
zany , exuberantly irreverent animated space adventure	1
the creaking , rusty ship makes a fine backdrop , but the ghosts ' haunting is routine	0
it 's not so much enjoyable to watch as it is enlightening to listen to new sides of a previous reality , and to visit with some of the people who were able to make an impact in the theater world	1
celebrated at sundance , this slight comedy of manners has winning performances and a glossy , glib charm that 's hard to beat	1
lrb davis rrb has a bright , chipper style that keeps things moving , while never quite managing to connect her wish fulfilling characters to the human race	1
enough trivializes an important crisis , reduces it to an almost comic embarrassment	0
the film is an enjoyable family film pretty much aimed at any youngster who loves horses	1
watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms	0
rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding	1
the laser projected paintings provide a spell casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them	1
there are a few laughs and clever sight gags scattered about , but not enough to make this anything more than another big budget bust	0
a thoughtful look at a painful incident that made headlines in 1995	1
an intermittently pleasing but mostly routine effort	0
the film has a few cute ideas and several modest chuckles but it is n't exactly kiddie friendly alas , santa is more ho hum than ho ho ho and the snowman lrb who never gets to play that flute rrb has all the charm of a meltdown	0
marisa tomei is good , but just a kiss is just a mess	0
as teen movies go , `` orange county '' is a refreshing change	1
attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage	1
with a story inspired by the tumultuous surroundings of los angeles , where feelings of marginalization loom for every dreamer with a burst bubble , the dogwalker has a few characters and ideas , but it never manages to put them on the same path	0
a mostly tired retread of several other mob tales	0
flaunts its quirky excesses like a new year 's eve drunk sporting a paper party hat	0
lame , haphazard teen comedy	0
somewhat blurred , but kinnear 's performance is razor sharp	1
fifty minutes of tedious adolescent melodramatics followed by thirty five minutes of inflated nonsense	0
no number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story	0
a slick , skillful little horror film	1
there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises	1
more a load of enjoyable , conan esque claptrap than the punishing , special effects soul assaults the mummy pictures represent	1
on the surface , it 's a lovers on the run crime flick , but it has a lot in common with piesiewicz 's and kieslowski 's earlier work , films like the double life of veronique	1
in the end , punch drunk love is one of those films that i wanted to like much more than i actually did	0
it helps that lil bow wow tones down his pint sized gangsta act to play someone who resembles a real kid	1
finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original	1
most of the supporting characters in eastwood films are weak , as are most of the subplots	0
began life as a computer game , then morphed into a movie a bad one , of course	0
it 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel	1
much of what is meant to be ` inspirational ' and ` uplifting ' is simply distasteful to audiences not already sharing lrb the movie 's rrb mindset	0
but based on cq , i 'll certainly be keeping an eye out for his next project	1
disturbing and brilliant documentary	1
chaotic , self indulgent and remarkably ugly to look at , it 's like a series of pretentiously awful student films strung together into one feature length horror	0
windtalkers celebrates the human spirit and packs an emotional wallop	1
what it lacks in originality it makes up for in intelligence and b grade stylishness	1
an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world	1
the lack of pace kills it , although , in a movie about cancer , this might be apt	0
alas , it 's neither	0
this movie has a glossy coat of action movie excess while remaining heartless at its core	0
men in black ii has sequel itis something fierce	0
not too far below the gloss you can still feel director denis villeneuve 's beating heart and the fondness he has for his characters	1
it 's astonishing	1
a film that takes you inside the rhythms of its subject you experience it as you watch	1
a resonant tale of racism , revenge and retribution	1
a mostly intelligent , engrossing and psychologically resonant suspenser	1
between bedroom scenes , viewers may find themselves wishing they could roll over and take a nap	0
the central story lacks punch	0
not every animated film from disney will become a classic , but forgive me if i 've come to expect more from this studio than some 79 minute after school `` cartoon ''	0
a didactic and dull documentary glorifying software anarchy	0
a well made thriller with a certain level of intelligence and non reactionary morality	1
if you 're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite	1
all in all , there 's only one thing to root for expulsion for everyone	0
it 's never a good sign when a film 's star spends the entirety of the film in a coma	0
we need lrb moore 's rrb noisy , cocky energy , his passion and class consciousness we need his shticks , we need his stones	1
roman coppola may never become the filmmaker his dad was , but heck few filmmakers will	1
gets under the skin of a man who has just lost his wife	1
national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion	0
the acting by the over 25s lacks spark , with csokas particularly unconnected	0
lrb broomfield rrb uncovers a story powerful enough to leave the screen sizzling with intrigue	1
it 's the kind of pigeonhole resisting romp that hollywood too rarely provides	1
has a plot full of twists upon knots and a nonstop parade of mock tarantino scuzbag types that starts out clever but veers into overkill	0
there 's nothing provocative about this film save for the ways in which it studiously avoids provoking thought	0
a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills	1
lrb it 's rrb a prison soccer movie starring charismatic tough guy vinnie jones , but it had too much spitting for me to enjoy	0
there are slow and repetitive parts , but it has just enough spice to keep it interesting	1
rambles on in a disjointed , substandard fashion from one poorly executed action sequence to the next	0
if this is satire , it 's the smug and self congratulatory kind that lets the audience completely off the hook	0
here , adrian lyne comes as close to profundity as he is likely to get	1
jagger the actor is someone you want to see again	1
the level of maturity displayed by this 33 year old first time feature director is astonishing , considering her inexperience and her subject matter	1
murder by numbers is like a couple of mediocre tv movie of the week films clumsily stuck together	0
but in imax 3 d , the clich s disappear into the vertiginous perspectives opened up by the photography	1
there 's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career	0
the two leads chomp considerably more scenery with their acting than fire breathing monsters barbecue with their breath	0
a roller coaster ride of a movie	1
just like hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination	0
tsai ming liang has taken his trademark style and refined it to a crystalline point	1
god help the poor woman if attal is this insecure in real life his fictional yvan 's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse	0
the film is surprisingly well directed by brett ratner , who keeps things moving well at least until the problematic third act	1
the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue	1
the hours makes you examine your own life in much the same way its characters do , and the experience is profound	1
hugh grant and sandra bullock are two such likeable actors	1
in its ragged , cheap and unassuming way , the movie works	1
while the film misfires at every level , the biggest downside is the paucity of laughter in what 's supposed to be a comedy	0
i love the way that it took chances and really asks you to take these great leaps of faith and pays off	1
lacks heart , depth and , most of all , purpose	0
oedekerk wrote patch adams , for which he should not be forgiven	0
with a story as bizarre and mysterious as this , you do n't want to be worrying about whether the ineffectual broomfield is going to have the courage to knock on that door	0
marries the amateurishness of the blair witch project with the illogic of series 7 the contenders to create a completely crass and forgettable movie	0
the movie 's eventual success should be credited to dennis quaid , in fighting trim shape as an athlete as well as an actor	1
the actors do n't inhabit their roles they 're trapped by them , forced to change behavior in bizarre unjustified fashion and spout dialog that consists mostly of platitudes	0
strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b film thuggery	0
vile and tacky are the two best adjectives to describe ghost ship	0
bow 's best moments are when he 's getting busy on the basketball court because that 's when he really scores	1
a movie that tries to fuse the two ` woods ' but winds up a bolly holly masala mess	0
but that 's just the problem with it the director has n't added enough of his own ingredients	0
who knows what exactly godard is on about in this film , but his words and images do n't have to add up to mesmerize you	1
it becomes gimmicky instead of compelling	0
sets up a nice concept for its fiftysomething leading ladies , but fails loudly in execution	0
undone by its overly complicated and derivative screenplay , the glacier paced direction and the stereotypical characters	0
some , like ballistic , arrive stillborn looking like the beaten , well worn video box cover of seven years into the future	0
the sort of movie that gives tastelessness a bad rap	0
this time out , lrb sade rrb is an unsettlingly familiar figure in turns loyal and deceitful , responsible and reckless , idealistically selfless and coldly self interested	0
a pleasant romantic comedy	1
the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship lrb most notably wretched sound design rrb	0
must be seen to be believed	1
a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life	1
this is a film brimming with detail and nuance and one that speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever	1
birot is a competent enough filmmaker , but her story has nothing fresh or very exciting about it	0
it 's a minor comedy that tries to balance sweetness with coarseness , while it paints a sad picture of the singles scene	1
it delivers some chills and sustained unease , but flounders in its quest for deeper meaning	0
shot perhaps ` artistically ' with handheld cameras and apparently no movie lights by joaquin baca asay , the low budget production swings annoyingly between vertigo and opacity	0
it 's painful	0
a simple , sometimes maddeningly slow film that has just enough charm and good acting to make it interesting , but is ultimately pulled under by the pacing and lack of creativity within	0
as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance	1
morton is , as usual , brilliant	1
the picture is a primer on what happens when lack of know how mixes with lack of give a damn	0
a weak , manipulative , pencil thin story that is miraculously able to entertain anyway	0
what could have become just another cautionary fable is allowed to play out as a clever , charming tale as pleasantly in its own way as its self dramatizing characters	1
culkin , who 's in virtually every scene , shines as a young man who uses sarcastic lies like a shield	1
for anyone who remembers the '60s or is interested in one man 's response to stroke , ram dass fierce grace is worth seeking out	1
falters when it takes itself too seriously and when it depends too heavily on its otherwise talented cast to clown in situations that are n't funny	0
it wo n't be long before you 'll spy i spy at a video store near you	0
an engaging overview of johnson 's eccentric career	1
proof that a thriller can be sleekly shot , expertly cast , paced with crisp professionalism and still be a letdown if its twists and turns hold no more surprise than yesterday 's weather report	0
the movie stays afloat thanks to its hallucinatory production design	1
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime busting comic vehicle a well intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring	0
sorry , charlie	0
it 's a hoot and a half , and a great way for the american people to see what a candidate is like when he 's not giving the same 15 cent stump speech	1
in scope , ambition and accomplishment , children of the century takes kurys ' career to a whole new level	1
the sad thing about knockaround guys is its lame aspiration for grasping the coolness vibes when in fact the film is n't as flippant or slick as it thinks it is	0
the more kevin costner rests on his pretty boy laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them	0
lrb a rrb strained comedy that jettisons all opportunities for rock to make his mark by serving up the usual chaotic nonsense	0
blessed with immense physical prowess he may well be , but ahola is simply not an actor	0
another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through	0
nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex soaked riff on the cannibal genre	0
led by griffin 's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material	1
it 's frustrating to see these guys who are obviously pretty clever waste their talent on parodies of things they probably thought were funniest when they were high	0
i watched the brainless insanity of no such thing with mounting disbelief	0
the angst ridden , affluent slacker characters are more grating than engaging	0
he just wants them to be part of the action , the wallpaper of his chosen reality	1
the movie 's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries	1
like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten	0
is n't it great ?	1
enormously likable , partly because it is aware of its own grasp of the absurd	1
this is as powerful a set of evidence as you 'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives	1
guillen rarely gets beneath the surface of things	0
the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor	1
ranging from funny to shattering and featuring some of the year 's best acting , personal velocity gathers plenty of dramatic momentum	1
the film is faithful to what one presumes are the book 's twin premises that we become who we are on the backs of our parents , but we have no idea who they were at our age and that time is a fleeting and precious commodity no matter how old you are	1
some decent actors inflict big damage upon their reputations	0
human nature talks the talk , but it fails to walk the silly walk that distinguishes the merely quirky from the surreal	0
does n't amount to much of anything	0
huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack	1
an exceedingly clever piece of cinema	1
lead provocatuers testud and parmentier give superlative performances	1
apallingly absurd the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 '' black and white portable tv	0
meandering , sub aquatic mess it 's so bad it 's good , but only if you slide in on a freebie	0
rather quickly , the film falls into a soothing formula of brotherly conflict and reconciliation	1
when the painted backdrops in a movie are more alive than its characters , you know you 're in trouble	0
this overproduced and generally disappointing effort is n't likely to rouse the rush hour crowd	0
having never been a huge fan of dickens ' 800 page novel , it surprised me how much pleasure i had watching mcgrath 's version	1
the noble tradition of men in drag hits an all time low in sorority boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction	0
if you collected all the moments of coherent dialogue , they still would n't add up to the time required to boil a four minute egg	0
the problem with this film is that it 's forced to make its characters idiots in order to advance the plot	0
it 's disappointing when filmmakers throw a few big name actors and cameos at a hokey script	0
the story is naturally poignant , but first time screenwriter paul pender overloads it with sugary bits of business	0
so lazy and slipshod it confuses the mere flashing of kinky soft core imagery with naughty fun	0
a love for films shines through each frame and the era is recreated with obvious affection , scored to perfection with some tasty boogaloo beats	1
i tried to read the time on my watch	0
writer director john mckay ignites some charming chemistry between kate and jed but , when he veers into sodden melodrama , punctuated by violins , it 's disastrous and kate 's jealous female friends become downright despicable	0
the movie takes itself too seriously and , as a result , it makes for only intermittent fun	0
i like frank the pug , though	1
an overstuffed compendium of teen catholic movie dogma	0
an involving true story of a chinese actor who takes up drugs and winds up in an institution acted mostly by the actual people involved	1
nearly surreal , dabbling in french , this is no simple movie , and you 'll be taking a risk if you choose to see it	0
would seem to have a lock on the title of ugliest movie of the year	0
an incendiary , deeply thought provoking look at one of the most peculiar lrb and peculiarly venomous rrb bigotries in our increasingly frightening theocracy	1
lee jeong hyang tells it so lovingly and films it so beautifully that i could n't help being captivated by it	1
the episodic film makes valid points about the depersonalization of modern life	1
it 's almost impossible not to be moved by the movie 's depiction of sacrifice and its stirring epilogue in post soviet russia	1
though the film 's scenario is certainly not earthshaking , this depiction of fluctuating female sexuality has two winning lead performances and charm to spare	1
kinnear gives a tremendous performance	1
perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions	1
dull , if not devoid of wit , this shaggy dog longs to frisk through the back alleys of history , but scarcely manages more than a modest , snoozy charm	0
both hokey and super cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat '	1
windtalkers blows this way and that , but there 's no mistaking the filmmaker in the tall grass , true to himself	1
an intriguing and entertaining introduction to johnson	1
ray liotta and jason patric do some of their best work in their underwritten roles , but do n't be fooled nobody deserves any prizes here	0
sushi for the connoisseurs of the macabre	0
it further declares its director , zhang yang of shower , as a boldly experimental , contemporary stylist with a bright future	1
the only way this supernatural snore fest could give anyone a case of the frights is if they were put to sleep by the movie and had a nightmare	0
although it bangs a very cliched drum at times , this crowd pleaser 's fresh dialogue , energetic music , and good natured spunk are often infectious	1
claude miller airs out a tight plot with an easy pace and a focus on character drama over crime film complications	1
to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow enter the fist	0
the film is just a big , gorgeous , mind blowing , breath taking mess	1
daughter from danang is a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war	1
it 's also the year 's sweetest movie	1
this is such a high energy movie where the drumming and the marching are so excellent , who cares if the story 's a little weak	1
a whole lot foul , freaky and funny	1
there are a few stabs at absurdist comedy but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty	1
for me , this opera is n't a favorite , so it 's a long time before the fat lady sings	0
a 93 minute condensation of a 26 episode tv series , with all of the pitfalls of such you 'd expect	0
and in truth , cruel as it may sound , he makes arnold schwarzenegger look like spencer tracy	0
given that both movies expect us to root for convicted violent felons over those assigned to protect us from same , we need every bit of sympathy the cons can muster this time , there is n't much	0
`` antwone fisher '' is an earnest , by the numbers effort by washington	1
succeeds in providing a disquiet world the long dreaded completion of the police academy series	1
if you 're not the target demographic this movie is one long chick flick slog	0
the actors are forced to grapple with hazy motivations that never come into focus	0
the best you can say about it is it 's so uninspired , it barely gives one pause when considering some of the other dreck out there right now	0
by presenting an impossible romance in an impossible world , pumpkin dares us to say why either is impossible which forces us to confront what 's possible and what we might do to make it so	1
after making several adaptations of other writers ' work , armenian canadian director atom egoyan broached an original treatment of a deeply personal subject	1
all the necessary exposition prevents the picture from rising above your generic sand 'n' sandal adventure	0
audiences will find no mention of political prisoners or persecutions that might paint the castro regime in less than saintly tones	0
just a big mess of a movie , full of images and events , but no tension or surprise	0
i kept wishing i was watching a documentary about the wartime navajos and what they accomplished instead of all this specious hollywood hoo ha	0
the film delivers not just the full assault of reno 's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days	1
one groan inducing familiarity begets another	0
john mctiernan 's botched remake may be subtler than norman jewison 's 1975 ultraviolent futuristic corporate sports saga	0
an earnest , heartrending look at the divide between religious fundamentalists and their gay relatives	1
a pleasurably jacked up piece of action moviemaking	1
but an unwillingness to explore beyond the surfaces of her characters prevents nettelbeck 's film from coming together	0
too clunky and too busy ribbing itself to be truly entertaining	0
the enormous comic potential of an oafish idiot impersonating an aristocrat remains sadly unrealized	0
everywhere the camera looks there is something worth seeing	1
the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates	1
a modest pleasure that accomplishes its goals with ease and confidence	1
one of the best examples of how to treat a subject , you 're not fully aware is being examined , much like a photo of yourself you did n't know was being taken	1
mixes likeable personalities , inventive photography and cutting , and wall to wall toe tapping music to paint a picture of a subculture that is at once exhilarating , silly , perverse , hopeful and always fun	1
but i was n't	0
though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance	1
a silly , self indulgent film about a silly , self indulgent filmmaker	0
most impressive , though , is the film 's open ended finale that refuses to entirely close its characters ' emotional wounds	1
it 's a movie forged in the fires of chick flick hell	0
it 's fairly self aware in its dumbness	0
credit must be given to harland williams , michael rosenbaum and barry watson , who inject far more good natured spirit and talent into this project than it deserves	1
the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film	0
watching it is rather like viewing a long soap opera in which only the first episode was any good	0
a simmering psychological drama in which the bursts of sudden violence are all the more startling for the slow buildup that has preceded them	1
there 's a disreputable air about the whole thing , and that 's what makes it irresistible	1
a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with it does possess a loose , lackadaisical charm	1
this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese 's best in more than a decade	1
for a good chunk of its running time , trapped is an effective and claustrophobic thriller	1
full frontal is the antidote for soderbergh fans who think he 's gone too commercial since his two oscar nominated films in 2000	1
even the imaginative gore ca n't hide the musty scent of todd farmer 's screenplay , which is a simple retread of the 1979 alien , with a plucky heroine battling a monster loose in a spaceship	0
as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar coating or interludes of lightness	1
the filmmakers juggle and juxtapose three story lines but fail to come up with one cogent point , unless it 's that life stinks , especially for sensitive married women who really love other women	0
made by jackasses for jackasses	0
if melville is creatively a great whale , this film is canned tuna	0
pretentious editing ruins a potentially terrific flick	0
topkapi this is not	0
but he somehow pulls it off	1
bartleby is a one joke movie , and a bad joke at that	0
it is risky , intelligent , romantic and rapturous from start to finish	1
a worthwhile way to spend two hours	1
never again swings between false sentiment and unfunny madcap comedy and , along the way , expects the audience to invest in the central relationship as some kind of marriage of true minds	0
two generations within one family test boundaries in this intelligent and restrained coming of age drama	1
lrb gai rrb comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form	1
a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags	1
filmmakers have to dig deep to sink this low	0
then lower them a bit more	0
i cry for i spy or i would if this latest and laziest imaginable of all vintage tv spinoffs were capable of engendering an emotional response of any kind	0
a very bad sign	0
well , it does go on forever	0
this is n't just the cliffsnotes version of nicholas nickleby , it 's the cliffsnotes with pages missing	0
it 's all very cute , though not terribly funny if you 're more than six years old	1
